osm_id,osm_type,name,opening_hours,amenity,parking,fuel,capacity,public_transport,operator,leisure,layer,railway,surface,building,longitude,latitude,geom_type
"2717188",relations,,,parking,,,,,,,,,,,30.3653961606781,59.9712141048743,POLYGON
"10867157",relations,,,parking,,,,,,,,,,,30.3704040452689,59.9718750519658,POLYGON
"16256442",relations,,,,,,,,,,,,,yes,30.374893823954,59.9744576742258,POLYGON
"16256432",relations,,,fast_food,,,,,,,,,,yes,30.3739277058238,59.9752031057082,POLYGON
"16256174",relations,,,parking,street_side,,,,,,,,,,30.372400007938,59.9733891965109,POLYGON
"16256176",relations,,,parking,street_side,,,,,,,,,,30.3714354174361,59.9726596588068,POLYGON
"3204027",relations,,,,,,,,,,,,,yes,30.3719550699033,59.9756641316825,POLYGON
"3204028",relations,,,parking,surface,,,,,,,,,,30.3672843193115,59.9769150942901,POLYGON
"11103881",relations,,,,,,,,,,,,,yes,30.352558274054,59.9635294924935,POLYGON
"11103888",relations,,,,,,,,,,,,,yes,30.3528475454579,59.9637260485217,POLYGON
"11103878",relations,Калининский районный суд города Санкт-Петербурга,,courthouse,,,,,,,,,,yes,30.3531080288221,59.9633110432624,POLYGON
"11103880",relations,,,,,,,,,,,,,apartments,30.3525299923331,59.9640026419741,POLYGON
"11103882",relations,,,,,,,,,,,,,residential,30.3520263226103,59.9634763617259,POLYGON
"17206366",relations,,,,,,,,,,,,,apartments,30.352185473513,59.9673359821043,POLYGON
"11103894",relations,,,,,,,,,,,,,yes,30.3533533131595,59.9654873235507,POLYGON
"15819325",relations,,,,,,,,,,,,,yes,30.3542047985249,59.9624634782377,POLYGON
"2499661",relations,,,,,,,,,,,,,apartments,30.3545842878974,59.9619647562658,POLYGON
"2123622",relations,,,,,,,,,,,,,yes,30.3562862540205,59.962757002664,POLYGON
"2123619",relations,,,,,,,,,,,,,yes,30.3581853725382,59.9635084692021,POLYGON
"4601653",relations,,,,,,,,,,,,,yes,30.3577955748139,59.9595512046908,POLYGON
"4601650",relations,,,,,,,,,,,,,yes,30.3576904538323,59.9593569691209,POLYGON
"4601651",relations,,,,,,,,,,,,,apartments,30.3561823728876,59.9585390141309,POLYGON
"4601652",relations,,,,,,,,,,,,,service,30.3555512517225,59.9586788043635,POLYGON
"2123616",relations,Финляндский вокзал,24/7,,,,,,,,,,,train_station,30.3564540382804,59.9560270090517,POLYGON
"9090443",relations,,,,,,,,,,,,,yes,30.3574675973501,59.9533848114266,POLYGON
